usercmd_viewangle_y,usercmd_impulse,usercmd_viewangle_x,tick,steamid,name
,,,144842,76561199433997570,Simple Dimple skins.army
,,,144842,76561199557907229,shawty#)$@
,,,144842,76561198049602148,Moon
-39.19677,0.0,2.3992703,144842,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144842,76561198171814417,Faat
165.62042,0.0,-4.5759516,144842,76561199052717313,Worfy
,,,144843,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144843,76561199826895670,RME | Пацан
,,,144843,76561198002613044,frees.tyler
,,,144843,76561198274174345,zig
,,,144843,76561199433997570,Simple Dimple skins.army
,,,144843,76561199557907229,shawty#)$@
,,,144843,76561198049602148,Moon
-39.19677,0.0,2.3992703,144843,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144843,76561198171814417,Faat
165.62042,0.0,-4.5759516,144843,76561199052717313,Worfy
,,,144844,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144844,76561199826895670,RME | Пацан
,,,144844,76561198002613044,frees.tyler
,,,144844,76561198274174345,zig
,,,144844,76561199433997570,Simple Dimple skins.army
,,,144844,76561199557907229,shawty#)$@
,,,144844,76561198049602148,Moon
-39.19677,0.0,2.3992703,144844,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144844,76561198171814417,Faat
165.62042,0.0,-4.5759516,144844,76561199052717313,Worfy
,,,144845,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144845,76561199826895670,RME | Пацан
,,,144845,76561198002613044,frees.tyler
,,,144845,76561198274174345,zig
,,,144845,76561199433997570,Simple Dimple skins.army
,,,144845,76561199557907229,shawty#)$@
,,,144845,76561198049602148,Moon
-39.19677,0.0,2.3992703,144845,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144845,76561198171814417,Faat
165.62042,0.0,-4.5759516,144845,76561199052717313,Worfy
,,,144846,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144846,76561199826895670,RME | Пацан
,,,144846,76561198002613044,frees.tyler
,,,144846,76561198274174345,zig
,,,144846,76561199433997570,Simple Dimple skins.army
,,,144846,76561199557907229,shawty#)$@
,,,144846,76561198049602148,Moon
-39.19677,0.0,2.3992703,144846,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144846,76561198171814417,Faat
165.62042,0.0,-4.5759516,144846,76561199052717313,Worfy
,,,144847,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144847,76561199826895670,RME | Пацан
,,,144847,76561198002613044,frees.tyler
,,,144847,76561198274174345,zig
,,,144847,76561199433997570,Simple Dimple skins.army
,,,144847,76561199557907229,shawty#)$@
,,,144847,76561198049602148,Moon
-39.19677,0.0,2.3992703,144847,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144847,76561198171814417,Faat
165.62042,0.0,-4.5759516,144847,76561199052717313,Worfy
,,,144848,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144848,76561199826895670,RME | Пацан
,,,144848,76561198002613044,frees.tyler
,,,144848,76561198274174345,zig
,,,144848,76561199433997570,Simple Dimple skins.army
,,,144848,76561199557907229,shawty#)$@
,,,144848,76561198049602148,Moon
-39.19677,0.0,2.3992703,144848,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144848,76561198171814417,Faat
165.62042,0.0,-4.5759516,144848,76561199052717313,Worfy
,,,144849,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144849,76561199826895670,RME | Пацан
,,,144849,76561198002613044,frees.tyler
,,,144849,76561198274174345,zig
,,,144849,76561199433997570,Simple Dimple skins.army
,,,144849,76561199557907229,shawty#)$@
,,,144849,76561198049602148,Moon
-39.19677,0.0,2.3992703,144849,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144849,76561198171814417,Faat
165.62042,0.0,-4.5759516,144849,76561199052717313,Worfy
,,,144850,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144850,76561199826895670,RME | Пацан
,,,144850,76561198002613044,frees.tyler
,,,144850,76561198274174345,zig
,,,144850,76561199433997570,Simple Dimple skins.army
,,,144850,76561199557907229,shawty#)$@
,,,144850,76561198049602148,Moon
-39.19677,0.0,2.3992703,144850,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144850,76561198171814417,Faat
165.62042,0.0,-4.5759516,144850,76561199052717313,Worfy
,,,144851,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144851,76561199826895670,RME | Пацан
,,,144851,76561198002613044,frees.tyler
,,,144851,76561198274174345,zig
,,,144851,76561199433997570,Simple Dimple skins.army
,,,144851,76561199557907229,shawty#)$@
,,,144851,76561198049602148,Moon
-39.19677,0.0,2.3992703,144851,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144851,76561198171814417,Faat
165.62042,0.0,-4.5759516,144851,76561199052717313,Worfy
,,,144852,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144852,76561199826895670,RME | Пацан
,,,144852,76561198002613044,frees.tyler
,,,144852,76561198274174345,zig
,,,144852,76561199433997570,Simple Dimple skins.army
,,,144852,76561199557907229,shawty#)$@
,,,144852,76561198049602148,Moon
-39.19677,0.0,2.3992703,144852,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144852,76561198171814417,Faat
165.62042,0.0,-4.5759516,144852,76561199052717313,Worfy
,,,144853,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144853,76561199826895670,RME | Пацан
,,,144853,76561198002613044,frees.tyler
,,,144853,76561198274174345,zig
,,,144853,76561199433997570,Simple Dimple skins.army
,,,144853,76561199557907229,shawty#)$@
,,,144853,76561198049602148,Moon
-39.19677,0.0,2.3992703,144853,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144853,76561198171814417,Faat
165.62042,0.0,-4.5759516,144853,76561199052717313,Worfy
,,,144854,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144854,76561199826895670,RME | Пацан
,,,144854,76561198002613044,frees.tyler
,,,144854,76561198274174345,zig
,,,144854,76561199433997570,Simple Dimple skins.army
,,,144854,76561199557907229,shawty#)$@
,,,144854,76561198049602148,Moon
-39.19677,0.0,2.3992703,144854,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144854,76561198171814417,Faat
165.62042,0.0,-4.5759516,144854,76561199052717313,Worfy
,,,144855,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144855,76561199826895670,RME | Пацан
,,,144855,76561198002613044,frees.tyler
,,,144855,76561198274174345,zig
,,,144855,76561199433997570,Simple Dimple skins.army
,,,144855,76561199557907229,shawty#)$@
,,,144855,76561198049602148,Moon
-39.19677,0.0,2.3992703,144855,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144855,76561198171814417,Faat
165.62042,0.0,-4.5759516,144855,76561199052717313,Worfy
,,,144856,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144856,76561199826895670,RME | Пацан
